type,value
image_mean,0.5892413854598999
image_mean,0.6035221219062805
image_mean,0.7205258011817932
image_std,0.18269909918308258
image_std,0.16806405782699585
image_std,0.13451044261455536
gene_mean,2.303438663482666
gene_mean,2.496974468231201
gene_mean,2.989028215408325
gene_mean,1.2435609102249146
gene_mean,2.805182456970215
gene_mean,2.7983109951019287
gene_mean,2.8310933113098145
gene_mean,1.0606250762939453
gene_mean,2.8256711959838867
gene_mean,2.615048885345459
gene_mean,2.648848056793213
gene_mean,2.628519058227539
gene_mean,2.5966687202453613
gene_mean,2.290342330932617
gene_mean,2.4987571239471436
gene_mean,2.433009624481201
gene_mean,2.3955025672912598
gene_mean,2.405547857284546
gene_mean,1.9638901948928833
gene_mean,2.142472267150879
gene_mean,2.257765769958496
gene_mean,2.134920597076416
gene_mean,2.2424001693725586
gene_mean,2.1880791187286377
gene_mean,2.1651268005371094
gene_mean,2.024351119995117
gene_mean,2.120826482772827
gene_mean,2.106557607650757
gene_mean,1.738105058670044
gene_mean,2.0351603031158447
gene_mean,2.075944662094116
gene_mean,2.130366325378418
gene_mean,2.1100432872772217
gene_mean,2.0385611057281494
gene_mean,2.050304412841797
gene_mean,2.113553047180176
gene_mean,1.6367145776748657
gene_mean,2.1114935874938965
gene_mean,2.0259392261505127
gene_mean,2.104377508163452
gene_mean,2.12160062789917
gene_mean,2.053100109100342
gene_mean,2.0000884532928467
gene_mean,1.5366982221603394
gene_mean,1.38057541847229
gene_mean,1.3984591960906982
gene_mean,1.9758682250976562
gene_mean,1.8585107326507568
gene_mean,1.8557066917419434
gene_mean,1.912710189819336
gene_mean,1.915107011795044
gene_mean,1.9336867332458496
gene_mean,1.8454790115356445
gene_mean,1.9113192558288574
gene_mean,1.8727411031723022
gene_mean,1.8459906578063965
gene_mean,1.8066625595092773
gene_mean,1.7698657512664795
gene_mean,1.4458235502243042
gene_mean,1.7128345966339111
gene_mean,1.876820683479309
gene_mean,1.8142766952514648
gene_mean,1.5289313793182373
gene_mean,1.7615612745285034
gene_mean,1.7578448057174683
gene_mean,1.7445387840270996
gene_mean,1.3162461519241333
gene_mean,1.801222801208496
gene_mean,1.5596623420715332
gene_mean,1.7725574970245361
gene_mean,1.7685586214065552
gene_mean,1.6035006046295166
gene_mean,1.6804369688034058
gene_mean,1.6629226207733154
gene_mean,1.6726373434066772
gene_mean,1.5005720853805542
gene_mean,1.5661406517028809
gene_mean,1.550816535949707
gene_mean,1.5477089881896973
gene_mean,1.5714374780654907
gene_mean,1.4333229064941406
gene_mean,1.5669560432434082
gene_mean,1.3595240116119385
gene_mean,1.5294344425201416
gene_mean,0.8974572420120239
gene_mean,1.5227534770965576
gene_mean,1.3200335502624512
gene_mean,1.493584156036377
gene_mean,1.2860848903656006
gene_mean,1.5009162425994873
gene_mean,1.514534831047058
gene_mean,1.431400179862976
gene_mean,1.527524709701538
gene_mean,1.5043305158615112
gene_mean,1.3306077718734741
gene_mean,1.4348894357681274
gene_mean,1.400522232055664
gene_mean,1.4646538496017456
gene_mean,1.4156533479690552
gene_mean,1.4295315742492676
gene_std,1.1767381429672241
gene_std,1.449945092201233
gene_std,0.7918206453323364
gene_std,1.66240394115448
gene_std,0.964156448841095
gene_std,0.8336389064788818
gene_std,0.798772394657135
gene_std,1.7951030731201172
gene_std,0.6765367984771729
gene_std,0.8582669496536255
gene_std,0.8008996248245239
gene_std,0.8130977153778076
gene_std,0.8023512959480286
gene_std,1.1750191450119019
gene_std,0.8149493336677551
gene_std,0.8814517259597778
gene_std,0.8393622040748596
gene_std,0.7490311861038208
gene_std,1.003954529762268
gene_std,0.9469037652015686
gene_std,0.849058210849762
gene_std,0.8980632424354553
gene_std,0.7554184794425964
gene_std,0.8069599866867065
gene_std,0.8196653127670288
gene_std,0.9178743958473206
gene_std,0.8573287129402161
gene_std,0.8453540802001953
gene_std,1.1458170413970947
gene_std,0.9161149263381958
gene_std,0.8708948493003845
gene_std,0.7703354358673096
gene_std,0.7884937524795532
gene_std,0.8588544726371765
gene_std,0.8587403893470764
gene_std,0.7767431735992432
gene_std,1.2104130983352661
gene_std,0.7347503900527954
gene_std,0.8372557759284973
gene_std,0.7492634057998657
gene_std,0.7033591270446777
gene_std,0.7792576551437378
gene_std,0.825904130935669
gene_std,1.2580931186676025
gene_std,1.176696538925171
gene_std,1.2733827829360962
gene_std,0.7919650673866272
gene_std,0.8655422925949097
gene_std,0.9356085062026978
gene_std,0.8285492062568665
gene_std,0.8037387728691101
gene_std,0.7969468832015991
gene_std,0.8682428598403931
gene_std,0.7988576292991638
gene_std,0.8329471945762634
gene_std,0.8390193581581116
gene_std,0.9007295966148376
gene_std,0.8996708393096924
gene_std,1.1488208770751953
gene_std,0.9523223042488098
gene_std,0.7793191075325012
gene_std,0.8350369334220886
gene_std,1.0563993453979492
gene_std,0.8840449452400208
gene_std,0.8472723960876465
gene_std,0.8578634262084961
gene_std,1.1034927368164062
gene_std,0.7579695582389832
gene_std,1.0030221939086914
gene_std,0.7736247181892395
gene_std,0.7354258894920349
gene_std,0.893118143081665
gene_std,0.8267965316772461
gene_std,0.8115513324737549
gene_std,0.7949498295783997
gene_std,0.9745988249778748
gene_std,0.8765539526939392
gene_std,0.8907769322395325
gene_std,0.8927419781684875
gene_std,0.8696231842041016
gene_std,0.9341939091682434
gene_std,0.8268045783042908
gene_std,0.9463495016098022
gene_std,0.8387623429298401
gene_std,1.2210808992385864
gene_std,0.8025949597358704
gene_std,1.0066747665405273
gene_std,0.8267435431480408
gene_std,1.0249844789505005
gene_std,0.8441949486732483
gene_std,0.7996401190757751
gene_std,0.8958178162574768
gene_std,0.7850736379623413
gene_std,0.7504870891571045
gene_std,0.8577649593353271
gene_std,0.7889978885650635
gene_std,0.8281156420707703
gene_std,0.7619421482086182
gene_std,0.7925316095352173
gene_std,0.7933779954910278
